Le plus grand obstacle à la découverte, ce n'est pas l'ignorance, c'est l'illusion de la connaissance.,Daniel J. Boorstin,,contemplative,découverte|illusion|connaissance|éveil,#découverte|#connaissance|#illusion|#éveil|#philosophie|#sagesse|#développementPersonnel|#réflexion|#pensée,0,;
Pour te connaître, observe ce que font tes mains.,Anonyme,,contemplative,action|soi|connaissance|révélation,#connaissanceDeSoi|#action|#soi|#révélation|#philosophie|#sagesse|#développementPersonnel|#authenticité|#réflexion,0,;
Chaque fois que tu es tenté de réagir de la vieille façon, demande si tu veux être prisonnier du passé ou pionnier de l'avenir.,Deepak Chopra,,energetic,réaction|passé|avenir|liberté,#développementPersonnel|#chopra|#passé|#avenir|#liberté|#philosophie|#sagesse|#transformation|#éveil,0,;
Se connaître, c'est apprendre à reconnaître ses peurs comme ses forces.,Anonyme,,contemplative,connaissance|peurs|forces|équilibre,#connaissanceDeSoi|#peurs|#forces|#équilibre|#philosophie|#sagesse|#développementPersonnel|#authenticité|#réflexion,0,;
L'introspection est la loupe de l'âme.,Anonyme,,contemplative,introspection|âme|intérieur|connaissance,#introspection|#âme|#intérieur|#connaissance|#philosophie|#sagesse|#développementPersonnel|#réflexion|#méditation,0,;
Celui qui regarde à l'extérieur rêve, celui qui regarde à l'intérieur s'éveille.,Carl Jung,,contemplative,intérieur|éveil|rêve|conscience,#jung|#intérieur|#éveil|#conscience|#psychologie|#sagesse|#développementPersonnel|#réflexion|#soi,0,;
Ta tâche n'est pas de chercher l'amour, mais de trouver et d'abattre les barrières que tu as construites contre lui.,Rumi,,energetic,amour|barrières|soi|ouverture,#rumi|#amour|#barrières|#soi|#soufisme|#philosophie|#sagesse|#développementPersonnel|#éveil,0,;
L'éveil ne change pas votre vie, il change votre relation à votre vie.,Eckhart Tolle,,contemplative,éveil|relation|vie|conscience,#tolle|#éveil|#conscience|#vie|#philosophie|#sagesse|#développementPersonnel|#méditation|#spiritualité,0,;
Tu dois plonger dans toi-même pour nager dans l'immensité.,Rainer Maria Rilke,,contemplative,intérieur|profondeur|immensité|exploration,#rilke|#intérieur|#profondeur|#exploration|#poésie|#philosophie|#sagesse|#développementPersonnel|#soi,0,;
Qui écoute son âme entend le monde.,Anonyme,,calm,âme|écoute|monde|connexion,#âme|#écoute|#monde|#connexion|#philosophie|#sagesse|#développementPersonnel|#intérieur|#méditation,0,;
La meilleure version de toi-même te attend juste de l'autre côté de ta peur.,Anonyme,,energetic,peur|version|soi|dépassement,#développementPersonnel|#peur|#dépassement|#soi|#courage|#sagesse|#inspiration|#transformation|#éveil,0,;
Prends soin de tes pensées, elles deviendront tes mots. Prends soin de tes mots, ils deviendront tes actes.,Lao Tseu,,contemplative,pensées|mots|actes|conscience,#laoTseu|#pensées|#mots|#actes|#taoïsme|#philosophie|#sagesse|#développementPersonnel|#conscience,0,;
Le silence est la voix de l'intérieur.,Anonyme,,calm,silence|intérieur|voix|écoute,#silence|#intérieur|#voix|#écoute|#philosophie|#sagesse|#développementPersonnel|#méditation|#paix,0,;
Te connaître, c'est être libre.,Anonyme,,energetic,connaissance|liberté|soi|éveil,#connaissanceDeSoi|#liberté|#soi|#éveil|#philosophie|#sagesse|#développementPersonnel|#authenticité|#inspiration,0,;
Chaque blessure est une porte vers une plus grande profondeur.,Anonyme,,melancholic,blessure|profondeur|transformation|croissance,#blessure|#profondeur|#transformation|#croissance|#philosophie|#sagesse|#développementPersonnel|#résilience|#éveil,0,;
L'authenticité est la pratique la plus courageuse de toutes.,Brené Brown,,energetic,authenticité|courage|pratique|soi,#brown|#authenticité|#courage|#soi|#philosophie|#sagesse|#développementPersonnel|#vulnérabilité|#inspiration,0,;
Être soi-même dans un monde qui veut te changer en autre chose est la plus grande des accomplissements.,Ralph Waldo Emerson,,energetic,authenticité|soi|monde|accomplissement,#emerson|#authenticité|#soi|#monde|#philosophie|#sagesse|#développementPersonnel|#résistance|#inspiration,0,;
Le sens de la vie est de lui en donner un.,Jean-Paul Sartre,,contemplative,sens|vie|création|liberté,#sartre|#sens|#vie|#création|#existentialisme|#philosophie|#sagesse|#liberté|#développementPersonnel,0,;
Vivre sans raison, c'est la seule vraie raison de vivre.,Anonyme,,contemplative,vie|raison|sens|liberté,#vie|#raison|#sens|#liberté|#philosophie|#sagesse|#existence|#réflexion|#pensée,0,;
La question n'est pas de savoir pourquoi je suis là, mais ce que je fais maintenant que je suis là.,Albert Camus,,energetic,sens|présent|action|existence,#camus|#sens|#présent|#action|#philosophie|#existentialisme|#sagesse|#existence|#réflexion,0,;
Le bonheur est la seule chose qui se multiplie quand on la partage.,Albert Schweitzer,,warm,bonheur|partage|don|multiplication,#schweitzer|#bonheur|#partage|#don|#philosophie|#sagesse|#humanité|#générosité|#connexion,0,;
La vie est un mystère à vivre, pas un problème à résoudre.,Viktor Frankl,,contemplative,vie|mystère|présence|sens,#frankl|#vie|#mystère|#présence|#philosophie|#sagesse|#sens|#existence|#développementPersonnel,0,;
Ce qui donne du sens à la vie donne aussi du sens à la mort.,Antoine de Saint-Exupéry,,contemplative,sens|vie|mort|signification,#saintExupéry|#sens|#vie|#mort|#philosophie|#sagesse|#existence|#réflexion|#signification,0,;
Nous ne naissons pas avec le sens de notre vie, nous le construisons.,Simone de Beauvoir,,energetic,sens|construction|vie|liberté,#beauvoir|#sens|#construction|#vie|#existentialisme|#philosophie|#sagesse|#liberté|#développementPersonnel,0,;
La grandeur d'un homme ne se mesure pas à sa richesse, mais à l'impact qu'il a sur la vie des autres.,Bob Marley,,warm,grandeur|impact|autres|générosité,#marley|#grandeur|#impact|#autres|#philosophie|#sagesse|#générosité|#humanité|#inspiration,0,;
Ne demandez pas ce que le monde a besoin de vous. Demandez ce qui vous fait vous sentir vivant.,Howard Thurman,,energetic,vie|passion|vocation|sens,#thurman|#vie|#passion|#vocation|#sens|#philosophie|#sagesse|#inspiration|#développementPersonnel,0,;
Le secret du bonheur n'est pas de faire ce qu'on aime, mais d'aimer ce qu'on fait.,James Barrie,,warm,bonheur|amour|travail|passion,#barrie|#bonheur|#amour|#travail|#passion|#philosophie|#sagesse|#quotidien|#inspiration,0,;
Il ne s'agit pas d'ajouter des jours à la vie, mais de la vie aux jours.,Alexis Carrel,,energetic,vie|qualité|présence|intensité,#carrel|#vie|#qualité|#présence|#philosophie|#sagesse|#intensité|#carpe diem|#inspiration,0,;
La vie ne vaut d'être vécue que si elle vaut la peine d'être racontée.,Anonyme,,energetic,vie|récit|sens|valeur,#vie|#récit|#sens|#valeur|#philosophie|#sagesse|#existence|#inspiration|#développementPersonnel,0,;
Ce qui nous tue lentement, c'est de ne pas savoir pourquoi on vit.,Anonyme,,melancholic,sens|vie|mort|vide,#sens|#vie|#mort|#vide|#philosophie|#sagesse|#existence|#réflexion|#pensée,0,;
Le but de la vie est une vie qui a un but.,Robert Byrne,,contemplative,but|vie|sens|direction,#byrne|#but|#vie|#sens|#direction|#philosophie|#sagesse|#développementPersonnel|#inspiration,0,;
Nous sommes tous de passage. Ce qui dure, c'est ce qu'on a semé.,Anonyme,,contemplative,passage|héritage|semence|durée,#passage|#héritage|#semence|#durée|#philosophie|#sagesse|#existence|#vie|#réflexion,0,;
La vie se comprend à rebours, mais elle se vit en avant.,Søren Kierkegaard,,contemplative,vie|compréhension|temps|direction,#kierkegaard|#vie|#compréhension|#temps|#philosophie|#sagesse|#existence|#réflexion|#développementPersonnel,0,;
Chaque instant que tu ne vis pas pleinement est perdu pour toujours.,Anonyme,,energetic,présent|plénitude|perte|conscience,#présent|#plénitude|#conscience|#philosophie|#sagesse|#carpe diem|#inspiration|#vie|#développementPersonnel,0,;
La vie n'a de sens que si elle contribue à rendre la vie des autres plus belle.,Anonyme,,warm,sens|contribution|autres|beauté,#sens|#contribution|#autres|#beauté|#philosophie|#sagesse|#humanité|#générosité|#connexion,0,;
La véritable richesse de l'homme est dans le bien qu'il fait dans ce monde.,Mahomet,,warm,richesse|bien|monde|générosité,#mahomet|#richesse|#bien|#monde|#spiritualité|#sagesse|#générosité|#humanité|#inspiration,0,;
Si tu fermes ta porte à toutes les erreurs, la vérité restera dehors.,Rabindranath Tagore,,contemplative,erreurs|vérité|ouverture|imperfection,#tagore|#erreurs|#vérité|#ouverture|#philosophie|#sagesse|#imperfection|#humanité|#réflexion,0,;
Les papillons ne savent pas les couleurs de leurs ailes, mais les hommes savent combien elles sont belles.,Rabindranath Tagore,,warm,beauté|ignorance|regard|humble,#tagore|#beauté|#ignorance|#regard|#poésie|#philosophie|#sagesse|#humilité|#inspiration,0,;
Ne pleure pas parce que c'est fini, souris parce que c'est arrivé.,Rabindranath Tagore,,warm,deuil|gratitude|joie|fin,#tagore|#gratitude|#joie|#deuil|#philosophie|#sagesse|#fin|#inspiration|#résilience,0,;
La profondeur de l'amour de Dieu pour toi est sans fond.,Rabindranath Tagore,,warm,amour|divin|profondeur|spiritualité,#tagore|#amour|#divin|#spiritualité|#poésie|#sagesse|#profondeur|#foi|#connexion,0,;
Le repos appartient au labeur, comme la paupière appartient à l'œil.,Rabindranath Tagore,,calm,repos|travail|équilibre|nature,#tagore|#repos|#travail|#équilibre|#philosophie|#sagesse|#nature|#rythme|#paix,0,;
Dieu aime qu'on lui pose des questions.,Rumi,,contemplative,Dieu|questions|dialogue|foi,#rumi|#Dieu|#questions|#foi|#soufisme|#spiritualité|#sagesse|#dialogue|#connexion,0,;
Ce que tu es cherche ce que tu cherches.,Rumi,,contemplative,être|chercher|identité|quête,#rumi|#être|#quête|#identité|#soufisme|#spiritualité|#sagesse|#développementPersonnel|#réflexion,0,;
Partout où il y a une ruine, il y a de l'espoir pour un trésor caché.,Rumi,,energetic,ruine|trésor|espoir|transformation,#rumi|#espoir|#trésor|#transformation|#soufisme|#philosophie|#sagesse|#résilience|#inspiration,0,;
La lune n'a pas honte d'éclairer la nuit, même si elle n'est pas le soleil.,Hafiz,,calm,lumière|lune|modestie|contribution,#hafiz|#lumière|#lune|#modestie|#soufisme|#poésie|#sagesse|#contribution|#nature,0,;
Si tu es présent à chaque instant de ta vie, tu ne mourras jamais.,Hafiz,,contemplative,présent|vie|mort|conscience,#hafiz|#présent|#vie|#conscience|#soufisme|#spiritualité|#sagesse|#méditation|#immortalité,0,;
Sois avec ceux qui aident ton être.,Rumi,,warm,amis|être|aide|connexion,#rumi|#amis|#être|#aide|#soufisme|#philosophie|#sagesse|#connexion|#communauté,0,;
Votre tâche n'est pas de chercher l'amour, mais de chercher et trouver en vous-même les barrières que vous avez érigées contre lui.,Rumi,,energetic,amour|barrières|soi|ouverture,#rumi|#amour|#barrières|#soi|#soufisme|#philosophie|#sagesse|#développementPersonnel|#éveil,0,;
Il y a une flamme dans ton cœur, prête à s'enflammer.,Rumi,,energetic,flamme|cœur|potentiel|éveil,#rumi|#flamme|#cœur|#potentiel|#soufisme|#spiritualité|#sagesse|#éveil|#inspiration,0,;
Le soleil de l'amour brille pour tout le monde.,Hafiz,,warm,amour|soleil|universalité|lumière,#hafiz|#amour|#soleil|#universalité|#soufisme|#poésie|#sagesse|#lumière|#connexion,0,;
Reste près de tout ce qui te fait te sentir vivant.,Hafiz,,energetic,vie|vivant|passion|présence,#hafiz|#vie|#passion|#présence|#soufisme|#philosophie|#sagesse|#inspiration|#développementPersonnel,0,;
Tout ce qui ne me tue pas me rend plus fort.,Friedrich Nietzsche,,energetic,force|résilience|épreuve|dépassement,#nietzsche|#force|#résilience|#philosophie|#dépassement|#épreuve|#sagesse|#inspiration|#motivation,0,;
Le bonheur est le sentiment que la puissance augmente.,Friedrich Nietzsche,,energetic,bonheur|puissance|croissance|force,#nietzsche|#bonheur|#puissance|#philosophie|#croissance|#sagesse|#force|#développementPersonnel|#inspiration,0,;
Qui a un pourquoi peut supporter n'importe quel comment.,Friedrich Nietzsche,,contemplative,sens|but|résilience|force,#nietzsche|#sens|#but|#philosophie|#résilience|#force|#sagesse|#développementPersonnel|#inspiration,0,;
L'homme n'est qu'un pont entre l'animal et le surhomme.,Friedrich Nietzsche,,contemplative,homme|évolution|dépassement|avenir,#nietzsche|#homme|#évolution|#philosophie|#dépassement|#avenir|#sagesse|#surhomme|#transformation,0,;
Le temps humain n'est qu'un point, l'être qu'un flux.,Marc Aurèle,,contemplative,temps|flux|impermanence|méditation,#marcAurèle|#temps|#impermanence|#stoïcisme|#philosophie|#méditation|#sagesse|#flux|#présent,0,;
Ce qui ne nuit pas à la cité ne nuit pas au citoyen.,Marc Aurèle,,calm,communauté|bien|cité|harmonie,#marcAurèle|#communauté|#bien|#stoïcisme|#philosophie|#harmonie|#sagesse|#humanité|#éthique,0,;
Cherche en toi la source du bien et elle jaillira toujours.,Marc Aurèle,,energetic,bien|source|intérieur|vertu,#marcAurèle|#bien|#intérieur|#stoïcisme|#philosophie|#vertu|#sagesse|#développementPersonnel|#inspiration,0,;
Si quelque chose te semble difficile, ne conclus pas qu'il est impossible.,Marc Aurèle,,energetic,difficulté|possible|courage|persévérance,#marcAurèle|#difficulté|#courage|#stoïcisme|#philosophie|#persévérance|#sagesse|#inspiration|#motivation,0,;
Agis comme si chaque instant de ta vie était le dernier.,Marc Aurèle,,energetic,présent|intensité|vie|conscience,#marcAurèle|#présent|#intensité|#stoïcisme|#philosophie|#conscience|#sagesse|#carpe diem|#inspiration,0,;
Peu importe combien de fois tu tomberas, tu te relèveras.,Rumi,,energetic,chute|relèvement|résilience|force,#rumi|#résilience|#force|#soufisme|#philosophie|#sagesse|#relèvement|#inspiration|#développementPersonnel,0,;
L'amour est un miroir dans lequel tu te vois toi-même.,Rumi,,warm,amour|miroir|soi|reflet,#rumi|#amour|#miroir|#soi|#soufisme|#spiritualité|#sagesse|#réflexion|#développementPersonnel,0,;
Le cœur est la mer sans rivage de Dieu.,Rumi,,contemplative,cœur|Dieu|infini|spiritualité,#rumi|#cœur|#Dieu|#infini|#soufisme|#spiritualité|#sagesse|#amour|#âme,0,;
Brûle, brûle — le brûlé est à toi.,Rumi,,energetic,feu|passion|transformation|âme,#rumi|#feu|#passion|#transformation|#soufisme|#spiritualité|#sagesse|#âme|#intensité,0,;
Mieux vaut une bougie que maudire l'obscurité.,Bouddha,,energetic,lumière|action|obscurité|espoir,#bouddha|#lumière|#action|#bouddhisme|#philosophie|#espoir|#sagesse|#inspiration|#motivation,0,;
Le passé est déjà parti. Le futur n'est pas encore là. Il y a seulement le présent.,Bouddha,,calm,présent|passé|futur|conscience,#bouddha|#présent|#conscience|#bouddhisme|#philosophie|#méditation|#sagesse|#pleine conscience|#sérénité,0,;
Rien n'est permanent, sauf le changement.,Bouddha,,contemplative,changement|impermanence|vie|flux,#bouddha|#changement|#impermanence|#bouddhisme|#philosophie|#vie|#sagesse|#flux|#acceptation,0,;
Ce que tu fais aujourd'hui est ce qui compte.,Bouddha,,energetic,présent|action|aujourd'hui|intention,#bouddha|#présent|#action|#bouddhisme|#philosophie|#intention|#sagesse|#motivation|#développementPersonnel,0,;
Sois indulgent avec les autres, sévère avec toi-même.,Épictète,,contemplative,indulgence|sévérité|discipline|sagesse,#épictète|#indulgence|#discipline|#stoïcisme|#philosophie|#sagesse|#éthique|#développementPersonnel|#maîtrise,0,;
Il n'y a qu'une seule façon d'être heureux : arrêter de se plaindre.,Épictète,,energetic,bonheur|plainte|attitude|responsabilité,#épictète|#bonheur|#attitude|#stoïcisme|#philosophie|#responsabilité|#sagesse|#inspiration|#développementPersonnel,0,;
Cherche non pas que les événements arrivent comme tu veux, mais veux que les événements arrivent comme ils font.,Épictète,,calm,acceptation|événements|paix|volonté,#épictète|#acceptation|#paix|#stoïcisme|#philosophie|#volonté|#sagesse|#sérénité|#équanimité,0,;
L'homme est perturbé non par les événements, mais par les opinions qu'il en a.,Épictète,,contemplative,perception|événements|opinion|mental,#épictète|#perception|#mental|#stoïcisme|#philosophie|#opinion|#sagesse|#conscience|#développementPersonnel,0,;
La liberté n'est pas procurée par la satisfaction des désirs, mais par la suppression du désir.,Épictète,,contemplative,liberté|désir|détachement|sagesse,#épictète|#liberté|#désir|#stoïcisme|#philosophie|#détachement|#sagesse|#sérénité|#paix,0,;
